vendorId,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,ratecodeid,store_and_fwd_flag,pulocationid,dolocationid,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
1.0,2019-01-06 16:00:48.000000,2019-01-06 16:04:33.000000,2.0,0.6,1.0,N,236.0,141.0,2.0,4.5,0.0,0.5,0.0,0.0,0.3,5.3,
1.0,2019-01-06 16:57:55.000000,2019-01-06 17:08:57.000000,3.0,1.1,1.0,N,186.0,170.0,1.0,8.5,0.0,0.5,1.85,0.0,0.3,11.15,
2.0,2019-01-06 16:14:10.000000,2019-01-06 16:19:54.000000,1.0,0.97,1.0,N,238.0,166.0,2.0,6.0,0.0,0.5,0.0,0.0,0.3,6.8,
2.0,2019-01-06 16:21:45.000000,2019-01-06 16:32:21.000000,1.0,2.04,1.0,N,166.0,116.0,2.0,10.0,0.0,0.5,0.0,0.0,0.3,10.8,
1.0,2019-01-06 16:03:17.000000,2019-01-06 16:25:53.000000,1.0,4.1,1.0,N,148.0,50.0,1.0,18.0,0.0,0.5,2.0,0.0,0.3,20.8,
1.0,2019-01-06 16:59:24.000000,2019-01-06 17:27:43.000000,1.0,3.8,1.0,N,113.0,255.0,1.0,20.0,0.0,0.5,5.2,0.0,0.3,26.0,
2.0,2019-01-06 16:04:24.000000,2019-01-06 16:13:29.000000,1.0,2.14,1.0,N,90.0,48.0,2.0,8.5,0.0,0.5,0.0,0.0,0.3,9.3,
2.0,2019-01-06 16:18:58.000000,2019-01-06 16:33:57.000000,1.0,0.97,1.0,N,230.0,229.0,2.0,10.0,0.0,0.5,0.0,0.0,0.3,10.8,
2.0,2019-01-06 16:36:19.000000,2019-01-06 16:41:15.000000,1.0,0.84,1.0,N,229.0,237.0,1.0,5.5,0.0,0.5,1.26,0.0,0.3,7.56,
2.0,2019-01-06 16:44:11.000000,2019-01-06 16:50:41.000000,1.0,1.43,1.0,N,237.0,236.0,1.0,7.0,0.0,0.5,1.56,0.0,0.3,9.36,
2.0,2019-01-06 16:54:26.000000,2019-01-06 17:04:06.000000,1.0,1.46,1.0,N,237.0,161.0,2.0,8.5,0.0,0.5,0.0,0.0,0.3,9.3,
2.0,2019-01-06 16:11:33.000000,2019-01-06 16:40:46.000000,1.0,11.66,1.0,N,138.0,68.0,1.0,35.0,0.0,0.5,3.0,5.76,0.3,44.56,
2.0,2019-01-06 16:45:31.000000,2019-01-06 16:54:23.000000,1.0,1.53,1.0,N,68.0,234.0,2.0,8.0,0.0,0.5,0.0,0.0,0.3,8.8,
2.0,2019-01-06 16:55:28.000000,2019-01-06 16:58:55.000000,1.0,0.6,1.0,N,234.0,90.0,1.0,4.5,0.0,0.5,1.32,0.0,0.3,6.62,
2.0,2019-01-06 16:09:48.000000,2019-01-06 16:55:17.000000,1.0,20.0,5.0,N,48.0,265.0,2.0,89.5,0.0,0.5,0.0,0.0,0.3,90.3,
4.0,2019-01-06 16:00:56.000000,2019-01-06 16:33:13.000000,1.0,7.97,1.0,N,223.0,163.0,2.0,30.0,0.0,0.5,0.0,5.76,0.3,36.56,
4.0,2019-01-06 16:37:51.000000,2019-01-06 16:50:17.000000,1.0,1.42,1.0,N,163.0,237.0,2.0,9.5,0.0,0.5,0.0,0.0,0.3,10.3,
2.0,2019-01-06 16:02:08.000000,2019-01-06 16:07:44.000000,1.0,1.52,1.0,N,234.0,125.0,1.0,6.5,0.0,0.5,1.0,0.0,0.3,8.3,
2.0,2019-01-06 16:09:16.000000,2019-01-06 16:29:56.000000,1.0,1.91,1.0,N,125.0,232.0,2.0,13.0,0.0,0.5,0.0,0.0,0.3,13.8,
2.0,2019-01-06 16:35:27.000000,2019-01-06 16:41:09.000000,1.0,0.56,1.0,N,232.0,148.0,1.0,5.5,0.0,0.5,1.89,0.0,0.3,8.19,
2.0,2019-01-06 16:55:50.000000,2019-01-06 17:03:40.000000,1.0,1.21,1.0,N,162.0,141.0,1.0,7.0,0.0,0.5,1.0,0.0,0.3,8.8,
1.0,2019-01-06 16:05:49.000000,2019-01-06 16:15:52.000000,1.0,1.4,1.0,N,186.0,142.0,1.0,8.5,0.0,0.5,1.85,0.0,0.3,11.15,
1.0,2019-01-06 16:16:55.000000,2019-01-06 16:27:53.000000,2.0,1.8,1.0,N,142.0,238.0,1.0,9.0,0.0,0.5,1.2,0.0,0.3,11.0,
1.0,2019-01-06 16:28:48.000000,2019-01-06 16:36:04.000000,1.0,0.9,1.0,N,238.0,239.0,1.0,6.5,0.0,0.5,1.45,0.0,0.3,8.75,
1.0,2019-01-06 16:49:24.000000,2019-01-06 16:58:48.000000,1.0,1.4,1.0,N,143.0,230.0,1.0,8.0,0.0,0.5,1.5,0.0,0.3,10.3,
1.0,2019-01-06 16:30:51.000000,2019-01-06 16:39:02.000000,1.0,1.3,1.0,N,170.0,162.0,1.0,7.5,0.0,0.5,0.83,0.0,0.3,9.13,
1.0,2019-01-06 16:41:09.000000,2019-01-06 16:51:17.000000,1.0,2.1,1.0,N,237.0,107.0,1.0,9.0,0.0,0.5,1.95,0.0,0.3,11.75,
1.0,2019-01-06 16:09:50.000000,2019-01-06 16:24:06.000000,3.0,2.1,1.0,N,144.0,234.0,1.0,10.5,0.0,0.5,2.25,0.0,0.3,13.55,
1.0,2019-01-06 16:39:20.000000,2019-01-06 16:45:43.000000,2.0,1.0,1.0,N,246.0,90.0,1.0,6.5,0.0,0.5,1.45,0.0,0.3,8.75,
1.0,2019-01-06 16:46:43.000000,2019-01-06 16:57:53.000000,1.0,1.2,1.0,N,90.0,137.0,1.0,8.5,0.0,0.5,1.0,0.0,0.3,10.3,
2.0,2019-01-06 16:16:26.000000,2019-01-06 16:41:01.000000,1.0,8.19,4.0,N,132.0,265.0,1.0,30.0,0.0,0.5,6.16,0.0,0.3,36.96,
2.0,2019-01-06 16:04:36.000000,2019-01-06 16:12:04.000000,1.0,1.44,1.0,N,246.0,163.0,2.0,7.5,0.0,0.5,0.0,0.0,0.3,8.3,
2.0,2019-01-06 16:13:00.000000,2019-01-06 16:24:09.000000,1.0,1.16,1.0,N,163.0,161.0,1.0,8.5,0.0,0.5,1.5,0.0,0.3,10.8,
2.0,2019-01-06 16:43:44.000000,2019-01-06 16:49:26.000000,1.0,0.82,1.0,N,246.0,186.0,1.0,6.0,0.0,0.5,1.36,0.0,0.3,8.16,
2.0,2019-01-06 16:50:43.000000,2019-01-06 16:57:40.000000,1.0,0.9,1.0,N,100.0,161.0,1.0,6.5,0.0,0.5,1.46,0.0,0.3,8.76,
1.0,2019-01-06 16:20:06.000000,2019-01-06 16:24:35.000000,2.0,0.7,1.0,N,238.0,151.0,1.0,5.5,0.0,0.5,1.25,0.0,0.3,7.55,
1.0,2019-01-06 16:27:32.000000,2019-01-06 16:41:30.000000,1.0,2.8,1.0,N,166.0,244.0,2.0,12.0,0.0,0.5,0.0,0.0,0.3,12.8,
2.0,2019-01-06 16:16:38.000000,2019-01-06 16:19:57.000000,1.0,0.7,1.0,N,236.0,236.0,1.0,4.5,0.0,0.5,0.8,0.0,0.3,6.1,
2.0,2019-01-06 15:58:31.000000,2019-01-06 16:06:18.000000,1.0,1.47,1.0,N,162.0,236.0,2.0,7.5,0.0,0.5,0.0,0.0,0.3,8.3,
2.0,2019-01-06 16:10:18.000000,2019-01-06 16:27:08.000000,1.0,6.04,1.0,N,237.0,232.0,1.0,19.5,0.0,0.5,4.06,0.0,0.3,24.36,
2.0,2019-01-06 16:36:28.000000,2019-01-06 16:54:53.000000,1.0,6.56,1.0,N,148.0,195.0,1.0,20.5,0.0,0.5,5.41,5.76,0.3,32.47,
1.0,2019-01-06 16:01:52.000000,2019-01-06 16:13:35.000000,1.0,0.9,1.0,N,141.0,161.0,2.0,8.5,0.0,0.5,0.0,0.0,0.3,9.3,
1.0,2019-01-06 16:02:43.000000,2019-01-06 16:20:27.000000,1.0,2.0,1.0,N,263.0,141.0,3.0,12.5,0.0,0.5,0.0,0.0,0.3,13.3,
1.0,2019-01-06 16:22:20.000000,2019-01-06 16:42:23.000000,1.0,2.8,1.0,N,237.0,90.0,1.0,14.5,0.0,0.5,3.05,0.0,0.3,18.35,
1.0,2019-01-06 16:43:29.000000,2019-01-06 16:52:52.000000,1.0,1.2,1.0,N,90.0,114.0,1.0,7.5,0.0,0.5,1.0,0.0,0.3,9.3,
1.0,2019-01-06 16:58:19.000000,2019-01-06 16:59:49.000000,1.0,0.2,1.0,N,249.0,249.0,3.0,3.0,0.0,0.5,0.0,0.0,0.3,3.8,
1.0,2019-01-06 16:26:42.000000,2019-01-06 16:45:35.000000,0.0,4.2,1.0,N,239.0,158.0,1.0,16.5,0.0,0.5,4.3,0.0,0.3,21.6,
2.0,2019-01-06 16:25:39.000000,2019-01-06 17:12:18.000000,1.0,18.59,2.0,N,132.0,161.0,2.0,52.0,0.0,0.5,0.0,5.76,0.3,58.56,
1.0,2019-01-06 16:00:27.000000,2019-01-06 16:04:22.000000,1.0,0.6,1.0,N,143.0,48.0,2.0,5.0,0.0,0.5,0.0,0.0,0.3,5.8,
1.0,2019-01-06 16:10:43.000000,2019-01-06 16:25:18.000000,1.0,5.3,1.0,N,50.0,166.0,2.0,17.5,0.0,0.5,0.0,0.0,0.3,18.3,
1.0,2019-01-06 16:32:40.000000,2019-01-06 16:40:15.000000,1.0,1.5,1.0,N,151.0,143.0,1.0,8.0,0.0,0.5,1.75,0.0,0.3,10.55,
1.0,2019-01-06 16:43:27.000000,2019-01-06 16:50:39.000000,1.0,1.6,1.0,N,239.0,166.0,1.0,8.0,0.0,0.5,1.75,0.0,0.3,10.55,
2.0,2019-01-06 16:20:47.000000,2019-01-06 16:31:17.000000,1.0,1.08,1.0,N,79.0,137.0,1.0,8.0,0.0,0.5,1.76,0.0,0.3,10.56,
2.0,2019-01-06 16:33:48.000000,2019-01-06 16:54:06.000000,1.0,1.77,1.0,N,170.0,230.0,2.0,13.5,0.0,0.5,0.0,0.0,0.3,14.3,
1.0,2019-01-06 16:23:31.000000,2019-01-06 16:31:48.000000,1.0,1.1,1.0,N,230.0,237.0,1.0,7.0,0.0,0.5,1.55,0.0,0.3,9.35,
1.0,2019-01-06 16:41:23.000000,2019-01-06 16:43:46.000000,1.0,0.6,1.0,N,263.0,263.0,1.0,4.0,0.0,0.5,1.0,0.0,0.3,5.8,
1.0,2019-01-06 16:56:41.000000,2019-01-06 17:31:02.000000,1.0,4.5,1.0,N,262.0,79.0,1.0,22.5,0.0,0.5,3.5,0.0,0.3,26.8,
1.0,2019-01-06 16:21:18.000000,2019-01-06 16:29:06.000000,1.0,1.4,1.0,N,141.0,236.0,1.0,7.0,0.0,0.5,1.25,0.0,0.3,9.05,
1.0,2019-01-06 16:31:58.000000,2019-01-06 16:33:17.000000,1.0,0.4,1.0,N,236.0,236.0,1.0,3.5,0.0,0.5,0.64,0.0,0.3,4.94,
1.0,2019-01-06 16:36:32.000000,2019-01-06 16:37:53.000000,1.0,0.3,1.0,N,236.0,263.0,2.0,3.0,0.0,0.5,0.0,0.0,0.3,3.8,
1.0,2019-01-06 16:39:53.000000,2019-01-06 16:51:04.000000,1.0,1.3,1.0,N,263.0,229.0,1.0,8.5,0.0,0.5,1.5,0.0,0.3,10.8,
1.0,2019-01-06 16:05:02.000000,2019-01-06 16:13:41.000000,1.0,2.4,1.0,N,229.0,145.0,2.0,10.0,0.0,0.5,0.0,0.0,0.3,10.8,
1.0,2019-01-06 16:15:36.000000,2019-01-06 16:34:43.000000,1.0,3.3,1.0,N,145.0,237.0,1.0,15.0,0.0,0.5,3.15,0.0,0.3,18.95,
1.0,2019-01-06 16:48:16.000000,2019-01-06 16:54:29.000000,1.0,0.6,1.0,N,162.0,161.0,2.0,5.5,0.0,0.5,0.0,0.0,0.3,6.3,
1.0,2019-01-06 16:59:44.000000,2019-01-06 17:15:36.000000,2.0,2.4,1.0,N,161.0,113.0,1.0,12.0,0.0,0.5,1.5,0.0,0.3,14.3,
1.0,2019-01-06 16:48:19.000000,2019-01-06 17:09:33.000000,1.0,7.7,1.0,N,229.0,95.0,2.0,24.5,0.0,0.5,0.0,0.0,0.3,25.3,
1.0,2019-01-06 16:18:07.000000,2019-01-06 16:43:48.000000,2.0,4.5,1.0,N,48.0,145.0,1.0,19.5,0.0,0.5,4.06,0.0,0.3,24.36,
1.0,2019-01-06 16:09:33.000000,2019-01-06 16:15:12.000000,1.0,1.1,1.0,N,237.0,263.0,1.0,6.0,0.0,0.5,1.7,0.0,0.3,8.5,
1.0,2019-01-06 16:01:51.000000,2019-01-06 16:11:01.000000,1.0,2.2,1.0,N,237.0,75.0,2.0,9.0,0.0,0.5,0.0,0.0,0.3,9.8,
1.0,2019-01-06 16:34:20.000000,2019-01-06 16:44:43.000000,1.0,1.4,1.0,N,263.0,229.0,1.0,8.5,0.0,0.5,1.4,0.0,0.3,10.7,
1.0,2019-01-06 16:54:17.000000,2019-01-06 16:58:49.000000,1.0,0.7,1.0,N,161.0,163.0,2.0,4.5,0.0,0.5,0.0,0.0,0.3,5.3,
1.0,2019-01-06 16:59:08.000000,2019-01-06 17:04:31.000000,1.0,1.1,1.0,N,163.0,142.0,1.0,6.0,0.0,0.5,1.0,0.0,0.3,7.8,
2.0,2019-01-06 16:01:03.000000,2019-01-06 16:23:03.000000,1.0,4.24,1.0,N,249.0,236.0,2.0,17.5,0.0,0.5,0.0,0.0,0.3,18.3,
2.0,2019-01-06 16:15:49.000000,2019-01-06 16:23:33.000000,1.0,1.68,1.0,N,238.0,142.0,1.0,7.5,0.0,0.5,2.08,0.0,0.3,10.38,
2.0,2019-01-06 16:46:17.000000,2019-01-06 16:59:03.000000,1.0,1.09,1.0,N,230.0,100.0,1.0,9.0,0.0,0.5,2.45,0.0,0.3,12.25,
2.0,2019-01-06 15:57:55.000000,2019-01-06 16:15:16.000000,1.0,6.19,1.0,N,170.0,13.0,1.0,20.5,0.0,0.5,4.26,0.0,0.3,25.56,
2.0,2019-01-06 16:21:41.000000,2019-01-06 16:25:36.000000,2.0,0.54,1.0,N,13.0,231.0,2.0,4.5,0.0,0.5,0.0,0.0,0.3,5.3,
2.0,2019-01-06 16:52:32.000000,2019-01-06 17:06:39.000000,1.0,1.78,1.0,N,230.0,234.0,2.0,10.0,0.0,0.5,0.0,0.0,0.3,10.8,
2.0,2019-01-06 16:08:56.000000,2019-01-06 16:15:45.000000,1.0,1.38,1.0,N,162.0,224.0,1.0,6.5,0.0,0.5,1.1,0.0,0.3,8.4,
2.0,2019-01-06 16:17:15.000000,2019-01-06 16:33:14.000000,1.0,2.91,1.0,N,224.0,45.0,2.0,13.5,0.0,0.5,0.0,0.0,0.3,14.3,
2.0,2019-01-06 16:37:12.000000,2019-01-06 16:44:28.000000,1.0,2.71,1.0,N,87.0,79.0,2.0,10.0,0.0,0.5,0.0,0.0,0.3,10.8,
2.0,2019-01-06 16:47:36.000000,2019-01-06 17:00:06.000000,1.0,2.38,1.0,N,79.0,186.0,1.0,10.5,0.0,0.5,1.0,0.0,0.3,12.3,
1.0,2019-01-06 16:14:03.000000,2019-01-06 16:31:16.000000,2.0,1.7,1.0,N,107.0,246.0,1.0,12.0,1.0,0.5,1.5,0.0,0.3,15.3,
1.0,2019-01-06 16:36:13.000000,2019-01-06 16:54:26.000000,4.0,2.7,1.0,N,246.0,142.0,2.0,14.0,1.0,0.5,0.0,0.0,0.3,15.8,
1.0,2019-01-06 16:56:48.000000,2019-01-06 17:04:47.000000,1.0,1.4,1.0,N,142.0,239.0,1.0,7.5,1.0,0.5,1.85,0.0,0.3,11.15,
2.0,2019-01-06 16:07:49.000000,2019-01-06 16:13:30.000000,2.0,0.88,1.0,N,170.0,234.0,2.0,5.5,0.0,0.5,0.0,0.0,0.3,6.3,
2.0,2019-01-06 16:36:11.000000,2019-01-06 17:06:17.000000,2.0,4.22,1.0,N,186.0,112.0,1.0,20.0,0.0,0.5,5.31,5.76,0.3,31.87,
1.0,2019-01-06 16:54:57.000000,2019-01-06 17:39:24.000000,0.0,23.6,1.0,N,132.0,220.0,2.0,64.0,0.0,0.5,0.0,5.76,0.3,70.56,
1.0,2019-01-06 16:44:17.000000,2019-01-06 16:53:47.000000,1.0,3.0,1.0,N,79.0,140.0,1.0,10.5,0.0,0.5,0.0,0.0,0.3,11.3,
1.0,2019-01-06 16:59:32.000000,2019-01-06 17:32:54.000000,1.0,5.3,1.0,N,262.0,144.0,1.0,23.0,0.0,0.5,3.57,0.0,0.3,27.37,
2.0,2019-01-06 16:14:04.000000,2019-01-06 16:51:39.000000,2.0,17.16,2.0,N,132.0,170.0,2.0,52.0,0.0,0.5,0.0,5.76,0.3,58.56,
1.0,2019-01-06 16:44:29.000000,2019-01-06 16:57:34.000000,1.0,2.1,1.0,N,87.0,114.0,1.0,10.0,0.0,0.5,1.0,0.0,0.3,11.8,
2.0,2019-01-06 16:18:44.000000,2019-01-06 16:43:46.000000,1.0,4.1,1.0,N,230.0,144.0,1.0,17.5,0.0,0.5,1.83,0.0,0.3,20.13,
2.0,2019-01-06 16:49:33.000000,2019-01-06 17:11:23.000000,1.0,3.35,1.0,N,144.0,161.0,1.0,15.5,0.0,0.5,3.26,0.0,0.3,19.56,
1.0,2019-01-06 16:44:11.000000,2019-01-06 17:01:51.000000,1.0,2.9,1.0,N,100.0,140.0,1.0,13.5,0.0,0.5,2.0,0.0,0.3,16.3,
1.0,2019-01-06 16:07:01.000000,2019-01-06 16:20:10.000000,1.0,1.4,1.0,N,43.0,141.0,1.0,9.5,0.0,0.5,2.05,0.0,0.3,12.35,
1.0,2019-01-06 16:35:41.000000,2019-01-06 16:44:14.000000,1.0,1.7,1.0,N,233.0,141.0,2.0,8.0,0.0,0.5,0.0,0.0,0.3,8.8,
1.0,2019-01-06 16:52:53.000000,2019-01-06 16:58:09.000000,1.0,0.5,1.0,N,140.0,263.0,1.0,5.5,0.0,0.5,1.25,0.0,0.3,7.55,
1.0,2019-01-06 16:14:54.000000,2019-01-06 16:22:44.000000,1.0,1.3,1.0,N,249.0,234.0,2.0,7.5,0.0,0.5,0.0,0.0,0.3,8.3,
1.0,2019-01-06 16:26:24.000000,2019-01-06 16:32:21.000000,1.0,0.7,1.0,N,79.0,79.0,2.0,6.0,0.0,0.5,0.0,0.0,0.3,6.8,
1.0,2019-01-06 16:19:09.000000,2019-01-06 16:23:46.000000,1.0,1.0,1.0,N,239.0,142.0,1.0,5.5,0.0,0.5,1.25,0.0,0.3,7.55,
1.0,2019-01-06 16:30:59.000000,2019-01-06 16:57:49.000000,1.0,9.5,1.0,N,238.0,138.0,1.0,29.5,0.0,0.5,7.21,5.76,0.3,43.27,
1.0,2019-01-06 16:28:58.000000,2019-01-06 16:35:37.000000,1.0,1.1,1.0,N,249.0,234.0,2.0,6.5,0.0,0.5,0.0,0.0,0.3,7.3,
1.0,2019-01-06 16:52:46.000000,2019-01-06 17:00:10.000000,1.0,1.3,1.0,N,107.0,148.0,1.0,7.0,0.0,0.5,0.78,0.0,0.3,8.58,
2.0,2019-01-06 16:07:53.000000,2019-01-06 16:41:05.000000,1.0,12.43,1.0,N,138.0,209.0,2.0,37.0,0.0,0.5,0.0,5.76,0.3,43.56,
2.0,2019-01-06 16:08:02.000000,2019-01-06 16:15:32.000000,1.0,1.38,1.0,N,234.0,230.0,1.0,7.0,0.0,0.5,1.56,0.0,0.3,9.36,
2.0,2019-01-06 16:20:20.000000,2019-01-06 16:30:26.000000,1.0,1.15,1.0,N,161.0,100.0,2.0,8.0,0.0,0.5,0.0,0.0,0.3,8.8,
2.0,2019-01-06 16:36:25.000000,2019-01-06 17:08:32.000000,1.0,6.67,1.0,N,100.0,129.0,2.0,27.0,0.0,0.5,0.0,5.76,0.3,33.56,
1.0,2019-01-06 16:17:14.000000,2019-01-06 16:53:57.000000,1.0,6.7,1.0,N,107.0,129.0,2.0,28.5,0.0,0.5,0.0,0.0,0.3,29.3,
1.0,2019-01-06 16:10:07.000000,2019-01-06 16:25:30.000000,1.0,5.0,1.0,N,87.0,229.0,1.0,17.0,0.0,0.5,5.3,0.0,0.3,23.1,
2.0,2019-01-06 16:04:21.000000,2019-01-06 16:19:14.000000,2.0,1.95,1.0,N,43.0,161.0,1.0,11.0,0.0,0.5,3.54,0.0,0.3,15.34,
2.0,2019-01-06 16:52:39.000000,2019-01-06 17:03:48.000000,2.0,1.18,1.0,N,162.0,50.0,1.0,8.5,0.0,0.5,1.86,0.0,0.3,11.16,
2.0,2019-01-06 16:30:32.000000,2019-01-06 16:35:36.000000,1.0,1.32,1.0,N,237.0,142.0,1.0,6.0,0.0,0.5,1.36,0.0,0.3,8.16,
2.0,2019-01-06 16:37:35.000000,2019-01-06 16:46:08.000000,1.0,1.71,1.0,N,143.0,151.0,1.0,8.0,0.0,0.5,0.02,0.0,0.3,8.82,
2.0,2019-01-06 16:47:21.000000,2019-01-06 16:51:51.000000,1.0,0.89,1.0,N,151.0,24.0,1.0,5.5,0.0,0.5,1.0,0.0,0.3,7.3,
2.0,2019-01-06 16:45:36.000000,2019-01-06 16:54:52.000000,2.0,1.11,1.0,N,137.0,68.0,1.0,7.5,0.0,0.5,1.66,0.0,0.3,9.96,
2.0,2019-01-06 16:56:41.000000,2019-01-06 17:06:53.000000,2.0,0.84,1.0,N,68.0,246.0,2.0,7.5,0.0,0.5,0.0,0.0,0.3,8.3,
1.0,2019-01-06 16:06:14.000000,2019-01-06 16:23:01.000000,1.0,3.1,1.0,N,264.0,264.0,1.0,13.0,0.0,0.5,0.5,0.0,0.3,14.3,
1.0,2019-01-06 16:30:03.000000,2019-01-06 16:48:25.000000,3.0,2.4,1.0,N,264.0,264.0,1.0,13.0,0.0,0.5,2.75,0.0,0.3,16.55,
1.0,2019-01-06 16:53:05.000000,2019-01-06 16:56:32.000000,1.0,0.6,1.0,N,264.0,264.0,1.0,4.5,0.0,0.5,1.0,0.0,0.3,6.3,
2.0,2019-01-06 16:36:18.000000,2019-01-06 16:51:18.000000,2.0,1.86,1.0,N,230.0,234.0,1.0,11.0,0.0,0.5,2.36,0.0,0.3,14.16,
1.0,2019-01-06 16:07:01.000000,2019-01-06 16:15:54.000000,1.0,2.1,1.0,N,45.0,97.0,2.0,8.5,0.0,0.5,0.0,0.0,0.3,9.3,
1.0,2019-01-06 16:14:21.000000,2019-01-06 16:25:11.000000,1.0,1.5,1.0,N,249.0,4.0,1.0,8.5,0.0,0.5,1.0,0.0,0.3,10.3,
1.0,2019-01-06 16:29:06.000000,2019-01-06 16:39:04.000000,1.0,1.4,1.0,N,79.0,234.0,2.0,8.0,0.0,0.5,0.0,0.0,0.3,8.8,
1.0,2019-01-06 16:12:20.000000,2019-01-06 16:16:47.000000,1.0,1.3,1.0,N,141.0,263.0,2.0,6.0,0.0,0.5,0.0,0.0,0.3,6.8,
1.0,2019-01-06 16:30:52.000000,2019-01-06 16:37:34.000000,1.0,0.8,1.0,N,229.0,237.0,2.0,6.5,0.0,0.5,0.0,0.0,0.3,7.3,
1.0,2019-01-06 16:21:10.000000,2019-01-06 17:02:35.000000,2.0,17.8,2.0,N,132.0,186.0,1.0,52.0,0.0,0.5,11.7,5.76,0.3,70.26,
2.0,2019-01-06 16:00:08.000000,2019-01-06 16:03:00.000000,1.0,0.66,1.0,N,263.0,236.0,1.0,4.5,0.0,0.5,1.06,0.0,0.3,6.36,
2.0,2019-01-06 16:06:31.000000,2019-01-06 16:17:15.000000,1.0,1.87,1.0,N,142.0,263.0,1.0,9.5,0.0,0.5,2.06,0.0,0.3,12.36,
2.0,2019-01-06 16:34:49.000000,2019-01-06 16:42:20.000000,1.0,1.08,1.0,N,141.0,236.0,1.0,6.5,0.0,0.5,1.46,0.0,0.3,8.76,
2.0,2019-01-06 16:47:30.000000,2019-01-06 17:36:40.000000,1.0,8.27,1.0,N,236.0,231.0,2.0,36.5,0.0,0.5,0.0,0.0,0.3,37.3,
2.0,2019-01-06 16:46:37.000000,2019-01-06 17:24:39.000000,1.0,11.72,1.0,N,138.0,181.0,1.0,36.5,0.0,0.5,7.46,0.0,0.3,44.76,
2.0,2019-01-06 16:17:54.000000,2019-01-06 16:28:40.000000,1.0,1.1,1.0,N,230.0,68.0,2.0,8.5,0.0,0.5,0.0,0.0,0.3,9.3,
2.0,2019-01-06 16:47:33.000000,2019-01-06 17:00:58.000000,2.0,0.79,1.0,N,48.0,161.0,2.0,9.0,0.0,0.5,0.0,0.0,0.3,9.8,
1.0,2019-01-06 16:00:43.000000,2019-01-06 16:15:48.000000,1.0,2.2,1.0,N,90.0,148.0,2.0,11.5,1.0,0.5,0.0,0.0,0.3,13.3,
1.0,2019-01-06 16:38:49.000000,2019-01-06 16:51:26.000000,2.0,1.8,1.0,N,170.0,79.0,1.0,10.0,1.0,0.5,1.18,0.0,0.3,12.98,
1.0,2019-01-06 16:55:59.000000,2019-01-06 17:07:35.000000,2.0,2.9,1.0,N,79.0,141.0,1.0,10.5,1.0,0.5,2.45,0.0,0.3,14.75,
1.0,2019-01-06 16:12:41.000000,2019-01-06 16:18:17.000000,1.0,0.9,1.0,N,7.0,223.0,2.0,5.5,0.0,0.5,0.0,0.0,0.3,6.3,
2.0,2019-01-06 16:48:07.000000,2019-01-06 17:38:33.000000,1.0,25.42,5.0,N,132.0,265.0,2.0,127.0,0.0,0.5,0.0,18.26,0.3,146.06,
2.0,2019-01-06 16:00:14.000000,2019-01-06 16:06:03.000000,1.0,1.0,1.0,N,79.0,234.0,1.0,6.0,0.0,0.5,1.36,0.0,0.3,8.16,
2.0,2019-01-06 16:09:30.000000,2019-01-06 16:19:00.000000,2.0,1.78,1.0,N,107.0,162.0,2.0,9.0,0.0,0.5,0.0,0.0,0.3,9.8,
2.0,2019-01-06 16:20:13.000000,2019-01-06 16:34:42.000000,3.0,2.17,1.0,N,162.0,143.0,1.0,11.5,0.0,0.5,1.0,0.0,0.3,13.3,
2.0,2019-01-06 16:45:38.000000,2019-01-06 17:01:36.000000,3.0,1.53,1.0,N,163.0,141.0,1.0,11.5,0.0,0.5,1.5,0.0,0.3,13.8,
1.0,2019-01-06 16:03:43.000000,2019-01-06 16:30:21.000000,1.0,11.2,1.0,N,81.0,42.0,1.0,33.5,0.0,0.5,0.0,0.0,0.3,34.3,
1.0,2019-01-06 16:34:55.000000,2019-01-06 16:55:14.000000,1.0,3.7,1.0,N,41.0,48.0,1.0,15.5,0.0,0.5,2.0,0.0,0.3,18.3,
1.0,2019-01-06 16:05:36.000000,2019-01-06 16:12:41.000000,1.0,0.7,1.0,N,232.0,45.0,1.0,6.0,0.0,0.5,1.0,0.0,0.3,7.8,
1.0,2019-01-06 16:23:18.000000,2019-01-06 16:38:18.000000,4.0,2.9,1.0,N,45.0,170.0,1.0,12.5,0.0,0.5,2.0,0.0,0.3,15.3,
1.0,2019-01-06 16:45:04.000000,2019-01-06 16:48:37.000000,2.0,1.0,1.0,N,107.0,148.0,2.0,5.0,0.0,0.5,0.0,0.0,0.3,5.8,
1.0,2019-01-06 16:57:47.000000,2019-01-06 17:00:02.000000,2.0,0.4,1.0,N,211.0,231.0,1.0,3.5,0.0,0.5,0.85,0.0,0.3,5.15,
1.0,2019-01-06 16:39:16.000000,2019-01-06 16:47:55.000000,1.0,1.4,1.0,N,236.0,140.0,1.0,8.0,0.0,0.5,1.75,0.0,0.3,10.55,
1.0,2019-01-06 16:53:25.000000,2019-01-06 16:58:11.000000,1.0,0.9,1.0,N,141.0,236.0,1.0,5.5,0.0,0.5,1.0,0.0,0.3,7.3,
4.0,2019-01-06 16:01:54.000000,2019-01-06 16:17:47.000000,1.0,2.92,1.0,N,79.0,230.0,1.0,12.5,0.0,0.5,2.66,0.0,0.3,15.96,
